"value"
-2.13578002648836
-1.82864233150901
-2.97274608574957
-2.10603176018203
-2.24213511448593
-4.37083582002582
-3.67497469674121
-4.3629424932025
-3.79139236127143
-4.49806883854536
-4.64780475344787
-4.69748994807379
-4.27406731085199
-4.07774623376531
-5.97233422001787
-4.59923321257986
-3.30509771265601
-2.29943387216002
-2.29010470539143
-0.695274434834982
-1.25768713183399
-1.10638395027514
-2.25551170953539
-2.04995789898398
-1.14735909776598
-2.05025324350506
-2.79787048557297
-1.84068278512937
-1.2573289281255
-2.45182962549966
-1.31360771780873
-1.02002270651917
1.54734975962575
2.79094508340677
1.58801646693781
1.51862814849793
2.00009741519824
1.88545529539355
0.985048012612309
0.815851988873701
0.664531483367355
1.53417861385884
1.26463536538904
1.91288188648387
3.00574380471952
3.7274814890858
3.68238596469649
2.78101969508981
3.14552407121694
2.31920285314503
3.23717980708467
3.34249802854644
2.85993079467105
2.84680237038673
1.55133802861214
1.53480690682249
0.626538034935873
0.128594432267454
1.40066394697364
2.79081188269675
2.28274594782571
0.701115683527557
0.672114379959635
-0.724745117295024
-0.491071398255301
-1.69366182504762
-1.81485359032103
-1.23482158575598
-1.97241212616153
-1.09056630250875
-2.38434914957932
-1.60915566990004
-1.92195838343649
-1.76562460001082
-3.2503339286677
-3.49912356120582
-2.23559632706134
-3.55355756040053
-3.39074038426468
-5.31025888133681
-4.82835346776054
-6.19566166942731
-6.60368329992724
-6.97451734232412
-6.52887004223453
-6.29613091887826
-6.40110540956709
-5.61489078618343
-4.73451553684101
-3.61035810251329
-4.04497027863797
-3.87517837361199
-4.44809966299516
-3.48998122055168
-2.28986343283247
-0.906886677535797
0.290974049519646
-0.309439339635485
0.0332354776367103
1.92035894134999
3.12319229216007
4.76360599935144
4.10957050016348
5.78463241063551
5.85094842368678
5.55087804203319
7.25801036642828
7.09467950341277
7.46464367020644
5.84794548873936
7.63839165204384
8.59299518513586
8.22010640059112
6.73287206417438
6.12619103458973
6.20742096907228
5.37192701650581
3.81280988541015
5.8088244293421
8.08352977855554
6.69875400087231
6.8536300088016
7.55296462450977
6.80502978438571
6.75520393580807
5.96054604177014
6.58004478925999
7.07042506057754
5.02714478764429
6.45269130033866
6.18117426120683
4.48722182479464
5.22236704637791
4.98793860127124
4.60680547246111
3.58337569768309
3.89026628661952
2.66887944529626
0.944145347807664
2.0273329001062
2.84406408080897
3.12712800416083
3.99450692597647
3.32624354212022
2.48300966013518
3.70483398930436
3.71453545807811
3.15438043068826
3.51214299487819
2.54126453924428
2.28291013828604
2.52885775543718
1.90473466424271
2.98763159382436
1.67508257588187
1.75639406212108
